English,Chinese
headed,为首的
babies,婴儿
yellow,黄色的
soup,汤
mystery,神秘
picking,采摘
sat,坐
wound,伤口
traffic,交通
courage,勇气
hunt,打猎
indian,印度人
rat,鼠
terms,条款
italian,意大利语
emma,艾玛
checking,检查
disease,疾病
managed,管理的
winner,优胜者
council,理事会
appointment,预约
monday,周一
crack,裂缝
threat,威胁
jenny,珍妮
physical,身体的
nation,国家
source,来源
chose,选择了
healthy,健康
carl,卡尔
victory,胜利
rick,里克
stood,站着
kicked,踢
annie,安妮
disgusting,恶心的
palace,宫殿
below,以下
shopping,购物
neighborhood,邻里
march,行进
lips,嘴唇
midnight,午夜
piss,小便
advantage,优势
pure,纯的
india,印度
aside,放在一边
jerk,混蛋
mail,邮件
dawn,黎明
effect,影响
spell,拼写
freak,怪物
wood,木头
screwed,拧紧了
enemies,敌人
gary,加里
awake,醒
chuckling,咯咯笑
vacation,假期
violence,暴力
leo,狮子座
grandmother,祖母
modern,现代的
luke,卢克
firm,公司
prime,主要的
heh,呵呵
touched,感动
talent,天赋
whore,妓女
piano,钢琴
license,执照
cooking,烹饪
honour,荣誉
concern,忧虑
moves,动作
available,可用的
factory,工厂
gods,众神
value,价值
central,中央
union,联盟
mirror,镜子
studio,工作室
media,媒体
taxi,出租车
dies,死了
iron,铁
hearts,心
desire,欲望
rob,抢
claire,克莱尔
fred,弗雷德
songs,歌曲
washington,华盛顿
monkey,猴
pride,自豪
pills,药丸
miracle,奇迹
swim,游泳
burned,烧毁
smells,气味
joking,开玩笑
christian,基督教
bleeding,出血
hook,钩
beating,殴打
protection,保护
treatment,治疗
ear,耳朵
carter,卡特
metal,金属
disappear,消失
grateful,感激的
extremely,极其
treasure,宝藏
rescue,救援
capable,有能力的
passing,通过
chatter,喋喋不休
result,结果
suffering,痛苦
sisters,姐妹
laid,铺设
governor,州长
guards,守卫
louis,路易斯
text,文本
literally,字面上地
remove,消除
becoming,成为
performance,表现
stronger,更强
rate,速度
deeply,深
scream,尖叫
desert,沙漠
vehicle,车辆
illegal,非法的
pulling,拉
throwing,投掷
josh,乔什
unbelievable,难以置信
ted,特德
zero,零
dean,院长
curious,好奇的
sean,肖恩
candy,糖果
bone,骨
tied,捆绑
edge,边缘
load,加载
susan,苏珊
ahh,啊啊
mountains,山
boom,繁荣
former,以前的
holiday,假期
riding,骑术
scoffs,嘲笑
hundreds,数百
motherfucker,混蛋
sue,起诉
bags,包
stealing,偷窃
appears,出现
arrive,到达
remains,遗迹
decent,体面的
issues,问题
tip,提示
fail,失败
bride,新娘
pissed,生气了
penny,一分钱
claim,宣称
friendship,友谊
desperate,绝望的
flower,花
dramatic,戏剧性
refuse,拒绝
solve,解决
theme,主题
loving,爱
properly,适当地
dragon,龙
mostly,大多
chuck,卡盘
directly,直接地
surface,表面
FALSE,错误的
cast,投掷
junior,初级
hunting,打猎
silent,沉默的
thou,你
egg,蛋
germany,德国
punch,冲床
africa,非洲
woke,醒了
intelligence,智力
borrow,借
winning,获胜
falls,瀑布
popular,受欢迎的
escaped,逃脱了
witch,巫婆
convinced,确信
warn,警告
announcer,播音员
champagne,香槟酒
dust,灰尘
kyle,凯尔
someday,有一天
fallen,堕落
stranger,陌生人
presence,在场
tear,撕
st.,英石。
internet,互联网
monsieur,先生
therefore,所以
technology,技术
tires,轮胎
toast,吐司
wise,明智的
clark,克拉克
americans,美国人
notes,笔记
smoking,吸烟
hank,汉克
ls,LS
april,四月
wolf,狼
precious,宝贵的
rooms,房间
coast,海岸
treated,治疗过的
material,材料
released,释放
uniform,制服
hated,讨厌的
considered,经过考虑的
rice,米
exchange,交换
steps,步骤
blake,布莱克
convince,说服
beast,兽
cow,奶牛
files,文件
signs,迹象
drag,拖
cab,出租车
hung,挂
carried,携带
ordinary,普通的
successful,成功的
eve,前夕
mistakes,错误
houses,房屋
chattering,喋喋不休
brains,大脑
japan,日本
creature,生物
fourth,第四
separate,分离
cleaning,打扫
california,加利福尼亚州
lf,LF
ll,二
shift,转移
elizabeth,伊丽莎白
chicago,芝加哥
exact,精确的
karen,凯伦
goal,目标
expert,专家
served,服务
direct,直接的
score,分数
row,排
marks,标记
twenty,二十
receive,收到
series,系列
section,部分
pilot,飞行员
jackson,杰克逊
darkness,黑暗
thy,你的
sale,销售
destiny,命运
cure,治愈
spoken,说
armed,武装的
rare,稀有的
helen,海伦
grade,年级
juice,汁
wide,宽的
tower,塔
solution,解决方案
schedule,日程
explosion,爆炸
wheel,车轮
cigarette,卷烟
julie,朱莉
fruit,水果
blew,吹了
victor,胜利者
talks,会谈
sacrifice,牺牲
range,范围
button,按钮
reports,报告
prisoner,囚犯
pie,馅饼
effort,努力
youth,青年
pot,锅
eaten,吃过
taylor,泰勒
knees,膝盖
garage,车库
parking,停車處
ambulance,救护车
staring,凝视
chances,机会
circumstances,情况
sin,罪
gordon,戈登
progress,进步
unusual,异常
county,县
stairs,楼梯
campaign,活动
mon,周一
vision,想象
reporter,记者
equipment,设备
moments,时刻
joey,乔伊
mass,大量的
alien,外星人
trapped,被困
helps,帮助
route,路线
defend,保卫
trace,痕迹
nasty,可恶的
tests,测试
magazine,杂志
rocks,岩石
dump,倾倒
rude,粗鲁的
searching,寻找
clue,线索
connected,已连接
amen,阿门
pushed,推
merry,快乐的
zone,区
senior,高级的
closing,关闭
freeze,冻结
emperor,皇帝
incident,事件
snake,蛇
mexico,墨西哥
lily,百合
actor,演员
newspaper,报纸
sentence,句子
greg,格雷格
leading,领导
friendly,友好的
jones,琼斯
chosen,选择的
engaged,已订婚的
julia,朱莉娅
charming,迷人
mustn,穆斯滕
anger,愤怒
spending,开支
learning,学习
spy,间谍
sharp,锋利的
shadow,阴影
warrant,保证
elevator,电梯
kingdom,王国
ricky,瑞奇
jamie,杰米
squad,队
shoulder,肩膀
wave,海浪
amanda,阿曼达
highness,高度
kinds,种类
fishing,钓鱼
sometime,某个时候
attitude,态度
sucks,糟透了
negative,消极的
screen,屏幕
workers,工人
bored,无聊的
cameras,相机
similar,相似的
understanding,理解
beeps,嘟嘟声
chain,链
bull,公牛
gasping,气喘吁吁
fully,完全
robin,知更鸟
collect,收集
gorgeous,华丽的
morgan,摩根
passion,热情
writer,作家
empire,帝国
international,国际的
curse,诅咒
hire,聘请
bastards,混蛋
puts,看跌期权
leads,线索
id,ID
blows,打击
sons,儿子们
estate,财产
customers,顾客
maggie,玛吉
gunshot,枪声
i-,我-
device,设备
troops,军队
hug,拥抱
design,设计
movement,移动
thunder,雷
object,目的
loser,失败者
pen,笔
sobbing,抽泣
politics,政治
despite,尽管
alcohol,酒精
climb,爬
clients,客户
conference,会议
provide,提供
marty,马蒂
seek,寻找
witnesses,证人
earn,赚
trash,垃圾
valley,谷
fashion,时尚
howard,霍华德
episode,插曲
prize,奖
previously,之前
sports,运动的
wanting,想要
debt,债务
wishes,愿望
hitler,希特勒
wire,金属丝
thee,你
circle,圆圈
approach,方法
stock,库存
facts,事实
remembered,记住了
percent,百分比
normally,通常情况下
tail,尾巴
joined,加入
education,教育
bravo,布拉沃
library,图书馆
rape,强奸
wings,翅膀
growling,咆哮
thrown,抛出
tank,坦克
exhales,呼气
authority,权威
current,当前的
failure,失败
nightmare,恶梦
hitting,击中
glory,荣耀
knocked,敲了
studying,学习
barry,巴里
agency,机构
apple,苹果
border,边界
rope,绳索
duck,鸭子
reputation,名声
confidence,信心
yard,院子
beloved,心爱
lack,缺少
actual,实际的
skills,技能
films,电影
mental,精神的
salt,盐
flesh,肉
anne,安妮
secure,安全的
highly,高度
federal,联邦
sand,沙
emotional,情绪化的
setting,环境
nothin,没什么
senator,参议员
services,服务
robbery,抢劫
hates,讨厌
fed,美联储
reward,报酬
theater,剧院
johnson,约翰逊
commit,犯罪
patrick,帕特里克
entirely,完全
extraordinary,非凡的
ships,船舶
opposite,对面的
parties,聚会
stands,看台
terry,特里
chat,聊天
events,事件
mummy,木乃伊
bay,湾
slip,滑
disappointed,失望的
settled,定居
begins,开始
andrew,安德鲁
alert,警报
detail,细节
pink,粉色的
fellas,伙计们
accepted,公认
background,背景
garbage,垃圾
panic,恐慌
minds,头脑
belt,腰带
blowing,吹
hollywood,好莱坞
agreement,协议
jackie,杰基
pushing,推动
ability,能力
tiger,老虎
whispering,耳语
culture,文化
saint,圣
jesse,杰西
task,任务
solid,坚硬的
doll,玩具娃娃
intend,打算
district,区
pa,帕
gee,哎呀
custody,保管
ignore,忽略
naturally,自然
useful,有用
attempt,试图
abandoned,弃
cutting,切割
kissed,亲吻
guarantee,保证
barking,叫声
gather,收集
policy,政策
u.s.,我们。
violent,暴力
maid,女佣
embarrassing,令人尴尬的
childhood,童年
wasting,浪费
bow,弓
chick,小鸡
sara,萨拉
disaster,灾难
revolution,革命
online,在线的
f,f
demon,恶魔
heavily,重重地
coincidence,巧合
perform,履行
thin,薄的
terrific,了不起
mac,苹果
crown,王冠
identity,身份
virgin,处女
impressive,感人的
windows,视窗
no-one,没有人
potential,潜在的
guitar,吉他
committee,委员会
dozen,打
delivery,送货
advance,进步
quietly,悄悄
stan,斯坦
teaching,教学
hunter,猎人
latest,最新的
hurting,伤害
swing,摇摆
capital,首都
counting,计数
drew,画了
dirt,污垢
whistle,哨
marie,玛丽
hits,点击数
doug,道格
deny,否定
urgent,紧迫的
threatened,受到威胁
behavior,行为
molly,莫莉
mixed,混合的
stays,停留
assure,保证
subtitles,字幕
explanation,解释
wins,获胜
unique,独特的
chasing,追逐
billion,十亿
duke,公爵
production,生产
slave,奴隶
agents,代理人
carol,颂歌
lets,让
cruel,残忍的
mask,面具
sally,莎莉
behave,表现
bury,埋葬
massive,大量的
pathetic,可怜的
species,物种
approaching,接近
jo,乔
loan,贷款
struggle,斗争
dish,盘子
trusted,值得信赖的
jumped,跳了
firing,射击
channel,渠道
abby,艾比
stopping,停止
asks,问
jean,吉恩
swimming,游泳
daily,日常的
basement,地下室
linda,琳达
quarter,四分之一
erm,呃
bound,边界
navy,海军
article,文章
guide,指导
accused,被告
transfer,转移
guts,胆量
quality,质量
fella,伙计
roman,罗马
greater,更大
damned,该死的
couch,长椅
cheer,欢呼
vegas,拉斯维加斯
shoe,鞋
title,标题
shy,害羞的
punishment,惩罚
los,洛斯
clicks,点击次数
you,你
closet,壁橱
bye-bye,再见
fever,发烧
coward,懦夫
flash,闪光
impressed,印象深刻
bruce,布鲁斯
siren,警笛
prisoners,囚犯
sides,侧面
bowl,碗
katie,凯蒂
supply,供应
sensitive,敏感的
hopefully,希望
rolling,滚动
roy,罗伊
dollar,美元
tone,语气
voices,声音
g,克
i,我
cheating,作弊
confess,承认
demand,要求
museum,博物馆
unknown,未知
drama,戏剧
suspicious,可疑的
adult,成人
todd,托德
frightened,害怕的
warned,警告
steady,稳定的
kills,杀死
crossed,交叉的
lou,楼
particularly,特别
sandwich,三明治
laws,法律
joint,联合的
bullets,子弹
package,包裹
trained,训练有素的
thursday,周四
boots,靴子
possibility,可能性
albert,阿尔伯特
civil,民事的
june,六月
germans,德国人
baseball,棒球
express,表达
miserable,悲惨的
tuesday,周二
parker,帕克
lion,狮子
joseph,约瑟夫
refused,拒绝
shine,闪耀
assault,突击
hong,红
jokes,笑话
breaks,休息
argue,争论
you-,你-
trail,踪迹
option,选项
recall,记起
mighty,强大的
collection,收藏
oliver,奥利弗
wilson,威尔逊
accent,口音
believes,相信
decisions,决定
embarrassed,尴尬的
mobile,移动的
customer,顾客
terribly,可怕
sec,秒
charity,慈善事业
considering,考虑到
pussy,猫
donna,唐娜
protecting,保护
flag,旗帜
kidnapped,被绑架
italy,意大利
balance,平衡
creatures,生物
nuclear,核
wallet,钱包
shout,喊
vincent,文森特
entered,进入
impression,印象
angela,安吉拉
jay,杰伊
degrees,度
favour,青睐
reaction,反应
network,网络
jessica,杰西卡
version,版本
concert,音乐会
gear,齿轮
singer,歌手
diamond,钻石
defeat,击败
steven,史蒂文
lane,车道
blast,爆炸
wounded,受伤的
anytime,随时
partners,合作伙伴
ages,年龄
charlotte,夏洛特
ceremony,仪式
league,联盟
bars,酒吧
orange,橙子
specific,具体的
conditions,状况
plastic,塑料
crisis,危机
fifth,第五
term,学期
self,自己
offering,奉献
bud,芽
suffered,遭受
reported,报道
commissioner,专员
rip,撕裂
mysterious,神秘
entrance,入口
messed,搞乱了
tunnel,隧道
designed,设计的
neighbor,邻居
aboard,船上
sweat,汗
justin,贾斯汀
ghosts,鬼魂
crimes,犯罪
costs,成本
deserves,应得的
dreaming,做梦
bust,摔碎
el,埃尔
teddy,泰迪熊
kong,孔
messages,消息
enjoying,享受
afterwards,然后
comfort,舒适
mason,石匠
surrender,投降
gym,健身房
kitty,猫咪
crush,压碎
yup,是的
arranged,安排的
suits,西装
pee,撒尿
stress,压力
cave,洞穴
wing,翼
jordan,约旦
arrange,安排
comrade,同志
noble,高贵
tricks,技巧
betty,贝蒂
launch,发射
legend,传奇
mix,混合
golf,高尔夫球
imagination,想像力
fox,狐狸
kissing,接吻
butter,黄油
tax,税
gross,总的
edward,爱德华
texas,德克萨斯州
